Order,Win,Layout,Turn - 0,Turn - 1,Turn - 2,Turn - 3,Turn - 4,Turn - 5,Turn - 6,Turn - 7,Turn - 8,Turn - 9,Turn - 10,Turn - 11
51,2,"3, 4, 5, 6, 8, 7, 8, 3, 6, 7, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 7, 8","4, 6, 7 - 3, 5, 7, 8","4, 6 - 3, 5, 7, 8","4, 6 - 3, 5, 7","4, 6 - 5, 7","4 - 5, 7",4 - 5,"4 - "
52,2,"3, 4, 5, 6, 8, 7, 8, 5, 6, 7, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 7, 8","4, 6, 7 - 3, 5, 7, 8","4, 6 - 3, 5, 7, 8","4, 6 - 3, 5, 7","4, 6 - 3, 7","4 - 3, 7",4 - 3,"4 - "
53,2,"3, 4, 5, 6, 8, 7, 8, 7, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 7, 8","4, 6, 7 - 3, 5, 7, 8","4, 6 - 3, 5, 7, 8","4, 6 - 3, 5, 7","4, 6 - 3, 5","4, 6 - 5",6 - 5,"6 - "
54,1,"3, 4, 5, 6, 8, 7, 8, 7, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 7, 8","4, 6, 7 - 3, 5, 7, 8","4, 6 - 3, 5, 7, 8","4, 6 - 3, 5, 7","4, 6 - 3, 5","4, 6 - 5",4 - 5," - 5"
55,1,"3, 4, 5, 6, 8, 7, 8, 7, 5, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 7, 8","4, 6, 7 - 3, 5, 7, 8","4, 6 - 3, 5, 7, 8","4, 6 - 3, 5, 7","4, 6 - 3, 5","4, 6 - 3",4 - 3," - 3"
56,1,"3, 4, 5, 7, 8, 4, 5, 6, 8, 3, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 6, 8","7 - 3, 6, 8","7 - 3, 6",7 - 6," - 6"
57,1,"3, 4, 5, 7, 8, 4, 5, 6, 8, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 6, 8","7 - 3, 6, 8","7 - 3, 6",7 - 3," - 3"
58,1,"3, 4, 5, 7, 8, 4, 5, 7, 8, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 6, 8","6 - 3, 6, 8","6 - 3, 6",6 - 6," - 6"
59,2,"3, 4, 5, 7, 8, 4, 5, 7, 8, 6, 3","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 6, 8","6 - 3, 6, 8","6 - 3, 6",6 - 3,"6 - "
60,1,"3, 4, 5, 7, 8, 4, 6, 7, 8, 3, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 8","6 - 3, 5, 8","6 - 3, 5",6 - 5," - 5"
61,1,"3, 4, 5, 7, 8, 4, 6, 7, 8, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 8","6 - 3, 5, 8","6 - 3, 5",6 - 3," - 3"
62,1,"3, 4, 5, 7, 8, 4, 8, 3, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6","6, 7 - 5, 6","7 - 5, 6"," - 5, 6"
63,1,"3, 4, 5, 7, 8, 4, 8, 3, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6","6, 7 - 5, 6","6 - 5, 6"," - 5, 6"
64,1,"3, 4, 5, 7, 8, 4, 8, 5, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6","6, 7 - 3, 6","7 - 3, 6"," - 3, 6"
65,1,"3, 4, 5, 7, 8, 4, 8, 5, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6","6, 7 - 3, 6","6 - 3, 6"," - 3, 6"
66,1,"3, 4, 5, 7, 8, 4, 8, 6, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6, 8","6, 7 - 3, 5, 6","6, 7 - 3, 5","6 - 3, 5"," - 3, 5"
67,1,"3, 4, 5, 7, 8, 6, 8, 3, 4, 5, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6","4, 7 - 5, 6","7 - 5, 6",7 - 6," - 6"
68,1,"3, 4, 5, 7, 8, 6, 8, 3, 4, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6","4, 7 - 5, 6","7 - 5, 6",7 - 5," - 5"
69,1,"3, 4, 5, 7, 8, 6, 8, 3, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6","4, 7 - 5, 6","4 - 5, 6"," - 5, 6"
70,1,"3, 4, 5, 7, 8, 6, 8, 5, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6","4, 7 - 3, 6","4 - 3, 6"," - 3, 6"
71,1,"3, 4, 5, 7, 8, 6, 8, 6, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6, 8","4, 7 - 3, 5, 6","4, 7 - 3, 5","4 - 3, 5"," - 3, 5"
72,1,"3, 4, 5, 7, 8, 7, 8, 3, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 6 - 3, 5, 6, 8","4, 6 - 3, 5, 6","4, 6 - 5, 6","6 - 5, 6",6 - 6," - 6"
73,2,"3, 4, 5, 7, 8, 7, 8, 3, 4, 6, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 6 - 3, 5, 6, 8","4, 6 - 3, 5, 6","4, 6 - 5, 6","6 - 5, 6",6 - 5,"6 - "
74,1,"3, 4, 5, 7, 8, 7, 8, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 6 - 3, 5, 6, 8","4, 6 - 3, 5, 6","4, 6 - 5, 6","4 - 5, 6"," - 5, 6"
75,1,"3, 4, 5, 7, 8, 7, 8, 5, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 6 - 3, 5, 6, 8","4, 6 - 3, 5, 6","4, 6 - 3, 6","4 - 3, 6"," - 3, 6"
76,2,"3, 4, 5, 7, 8, 7, 8, 6, 3, 4, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 6 - 3, 5, 6, 8","4, 6 - 3, 5, 6","4, 6 - 3, 5","4, 6 - 5",6 - 5,"6 - "
77,1,"3, 4, 5, 7, 8, 7, 8, 6, 3, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 6 - 3, 5, 6, 8","4, 6 - 3, 5, 6","4, 6 - 3, 5","4, 6 - 5",4 - 5," - 5"
78,1,"3, 4, 5, 7, 8, 7, 8, 6, 5, 6, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 8","4, 6, 7 - 3, 5, 6, 8","4, 6 - 3, 5, 6, 8","4, 6 - 3, 5, 6","4, 6 - 3, 5","4, 6 - 3",4 - 3," - 3"
79,1,"3, 4, 5, 8, 3, 4, 5, 6, 7, 8, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 6, 7","7, 8 - 6, 7","7, 8 - 6",7 - 6," - 6"
80,1,"3, 4, 5, 8, 3, 4, 5, 7, 6, 7, 8","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 6, 7","6, 8 - 6, 7","8 - 6, 7",8 - 6," - 6"
81,1,"3, 4, 5, 8, 3, 4, 5, 7, 8, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 6, 7","6, 8 - 6, 7","6 - 6, 7"," - 6, 7"
82,2,"3, 4, 5, 8, 3, 4, 5, 8, 6, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 6, 7","6, 7 - 6, 7","7 - 6, 7",7 - 6,"7 - "
83,1,"3, 4, 5, 8, 3, 4, 5, 8, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 6, 7","6, 7 - 6, 7","6 - 6, 7"," - 6, 7"
84,1,"3, 4, 5, 8, 3, 4, 6, 7, 6, 7, 8","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 7","6, 8 - 5, 7","8 - 5, 7",8 - 5," - 5"
85,1,"3, 4, 5, 8, 3, 4, 6, 7, 8, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 7","6, 8 - 5, 7","6 - 5, 7"," - 5, 7"
86,2,"3, 4, 5, 8, 3, 4, 6, 8, 6, 7, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 7","6, 7 - 5, 7","7 - 5, 7",7 - 5,"7 - "
87,1,"3, 4, 5, 8, 3, 4, 6, 8, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 7","6, 7 - 5, 7","6 - 5, 7"," - 5, 7"
88,1,"3, 4, 5, 8, 3, 4, 7, 8, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6","6, 7 - 5, 6","7 - 5, 6"," - 5, 6"
89,1,"3, 4, 5, 8, 3, 4, 7, 8, 7, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6, 7","6, 7, 8 - 5, 6","6, 7 - 5, 6","6 - 5, 6"," - 5, 6"
90,1,"3, 4, 5, 8, 3, 6, 7, 8, 4, 5, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 7, 8 - 5, 6, 7","4, 7, 8 - 5, 6","4, 7 - 5, 6","7 - 5, 6",7 - 6," - 6"
91,1,"3, 4, 5, 8, 3, 6, 7, 8, 4, 6, 7","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 7, 8 - 5, 6, 7","4, 7, 8 - 5, 6","4, 7 - 5, 6","7 - 5, 6",7 - 5," - 5"
92,1,"3, 4, 5, 8, 3, 6, 7, 8, 7, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 7, 8 - 5, 6, 7","4, 7, 8 - 5, 6","4, 7 - 5, 6","4 - 5, 6"," - 5, 6"
93,1,"3, 4, 5, 8, 3, 7, 4, 5, 6, 7, 8","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","6, 8 - 5, 6, 7","6, 8 - 6, 7","8 - 6, 7",8 - 6," - 6"
94,1,"3, 4, 5, 8, 3, 7, 4, 5, 8, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","6, 8 - 5, 6, 7","6, 8 - 6, 7","6 - 6, 7"," - 6, 7"
95,1,"3, 4, 5, 8, 3, 7, 4, 6, 8, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","6, 8 - 5, 6, 7","6, 8 - 5, 7","6 - 5, 7"," - 5, 7"
96,1,"3, 4, 5, 8, 3, 7, 4, 7, 8, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","6, 8 - 5, 6, 7","6, 8 - 5, 6","6 - 5, 6"," - 5, 6"
97,1,"3, 4, 5, 8, 3, 7, 6, 7, 8, 4","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","4, 8 - 5, 6, 7","4, 8 - 5, 6","4 - 5, 6"," - 5, 6"
98,1,"3, 4, 5, 8, 3, 7, 8, 4, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","4, 6 - 5, 6, 7","6 - 5, 6, 7","6 - 6, 7"," - 6, 7"
99,1,"3, 4, 5, 8, 3, 7, 8, 4, 6, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","4, 6 - 5, 6, 7","6 - 5, 6, 7","6 - 5, 7",6 - 7," - 7"
100,2,"3, 4, 5, 8, 3, 7, 8, 4, 6, 7, 5","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","4, 6 - 5, 6, 7","6 - 5, 6, 7","6 - 5, 7",6 - 5,"6 - "
101,1,"3, 4, 5, 8, 3, 7, 8, 4, 7, 5, 6","3, 4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 4, 5, 6, 7, 8","4, 5, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7, 8","4, 6, 7, 8 - 3, 5, 6, 7","4, 6, 7, 8 - 5, 6, 7","4, 6, 8 - 5, 6, 7","4, 6 - 5, 6, 7","6 - 5, 6, 7","6 - 5, 6",6 - 6," - 6"
